source_id,target_id,edge_type,weight,timestamp
SRV-0037,MTE-0110,peer_to_peer,0.185,2024-09-26
SRV-0037,BANK-UNION,merchant_bank,0.926,2024-01-01
SRV-0037,AUT-0298,upi_link,0.228,2024-11-25
SRV-0037,LENDER-MUDRA-001,loan_link,0.05,2024-01-01
AUT-0038,CUST-02824,merchant_customer,0.405,2024-05-07
AUT-0038,CUST-02825,merchant_customer,0.724,2024-02-19
AUT-0038,CUST-02826,merchant_customer,0.194,2024-12-15
AUT-0038,CUST-02827,merchant_customer,0.583,2024-07-15
AUT-0038,CUST-02828,merchant_customer,0.912,2024-04-29
AUT-0038,SUP-006,merchant_supplier,0.965,2024-07-22
AUT-0038,SUP-007,merchant_supplier,0.943,2024-05-08
AUT-0038,AUT-0418,peer_to_peer,0.314,2024-01-29
AUT-0038,BANK-CANARA,merchant_bank,0.93,2024-01-01
AUT-0038,LENDER-MUDRA-001,loan_link,0.0105,2024-01-01
GEN-0039,CUST-02843,merchant_customer,0.697,2024-12-15
GEN-0039,CUST-02844,merchant_customer,0.911,2024-04-05
GEN-0039,CUST-02845,merchant_customer,0.698,2024-01-29
GEN-0039,CUST-02846,merchant_customer,0.213,2024-10-01
GEN-0039,CUST-02847,merchant_customer,0.662,2024-09-11
GEN-0039,CUST-02848,merchant_customer,0.217,2024-02-22
GEN-0039,CUST-02849,merchant_customer,0.58,2024-10-20
GEN-0039,CUST-02850,merchant_customer,0.292,2024-05-17
GEN-0039,CUST-02851,merchant_customer,0.707,2024-07-05
GEN-0039,CUST-02852,merchant_customer,0.107,2024-03-05
GEN-0039,CUST-02853,merchant_customer,0.584,2024-05-16
GEN-0039,CUST-02854,merchant_customer,0.472,2024-01-06
GEN-0039,SUP-029,merchant_supplier,0.716,2024-10-10
GEN-0039,SUP-030,merchant_supplier,0.896,2024-09-10
GEN-0039,SUP-031,merchant_supplier,0.695,2024-05-06
GEN-0039,AGR-0184,peer_to_peer,0.41,2024-07-27
GEN-0039,SRV-0157,peer_to_peer,0.41,2024-01-03
GEN-0039,BANK-IDB,merchant_bank,1.0,2024-01-01
GEN-0039,LENDER-MUDRA-001,loan_link,0.1425,2024-01-01
MTE-0040,CUST-01140,merchant_customer,0.401,2024-10-10
MTE-0040,CUST-01141,merchant_customer,0.132,2024-06-22
MTE-0040,CUST-01142,merchant_customer,0.539,2024-01-18
MTE-0040,CUST-01143,merchant_customer,0.354,2024-12-12
MTE-0040,CUST-01144,merchant_customer,0.695,2024-04-27
MTE-0040,CUST-01145,merchant_customer,0.35,2024-04-11
MTE-0040,CUST-01146,merchant_customer,0.776,2024-12-16
MTE-0040,CUST-01147,merchant_customer,0.849,2024-08-22
MTE-0040,CUST-01148,merchant_customer,0.933,2024-09-05
MTE-0040,CUST-01149,merchant_customer,0.977,2024-09-17
MTE-0040,CUST-01150,merchant_customer,0.404,2024-07-14
MTE-0040,CUST-01151,merchant_customer,0.92,2024-02-13
MTE-0040,CUST-01152,merchant_customer,0.402,2024-04-25
MTE-0040,CUST-01153,merchant_customer,0.956,2024-02-05
MTE-0040,CUST-01154,merchant_customer,0.876,2024-12-28
MTE-0040,CUST-01155,merchant_customer,0.218,2024-03-30
MTE-0040,CUST-01156,merchant_customer,0.645,2024-04-10
MTE-0040,CUST-01157,merchant_customer,0.231,2024-12-06
MTE-0040,CUST-01158,merchant_customer,0.459,2024-03-31
MTE-0040,CUST-01159,merchant_customer,0.274,2024-11-22
MTE-0040,SUP-040,merchant_supplier,0.446,2024-08-04
MTE-0040,SUP-041,merchant_supplier,0.445,2024-05-15
MTE-0040,SUP-042,merchant_supplier,0.656,2024-09-22
MTE-0040,SUP-043,merchant_supplier,0.708,2024-10-13
MTE-0040,MED-0526,peer_to_peer,0.193,2024-12-21
MTE-0040,KSK-0461,peer_to_peer,0.193,2024-10-28
MTE-0040,BANK-SBI,merchant_bank,1.0,2024-01-01
MTE-0040,GEN-0159,upi_link,0.316,2024-04-29
MTE-0040,LENDER-MUDRA-001,loan_link,0.0455,2024-01-01
KSK-0041,CUST-00547,merchant_customer,0.824,2024-07-27
KSK-0041,CUST-00548,merchant_customer,0.992,2024-08-29
KSK-0041,CUST-00549,merchant_customer,0.35,2024-08-02
KSK-0041,CUST-00550,merchant_customer,0.124,2024-09-08
KSK-0041,CUST-00551,merchant_customer,0.868,2024-08-09
KSK-0041,CUST-00552,merchant_customer,0.762,2024-11-01
KSK-0041,CUST-00553,merchant_customer,0.132,2024-02-03
KSK-0041,CUST-00554,merchant_customer,0.994,2024-05-30
KSK-0041,CUST-00555,merchant_customer,0.518,2024-08-21
KSK-0041,CUST-00556,merchant_customer,0.64,2024-09-26
KSK-0041,CUST-00557,merchant_customer,0.384,2024-12-19
KSK-0041,CUST-00558,merchant_customer,0.652,2024-04-27
KSK-0041,CUST-00559,merchant_customer,0.167,2024-09-18
KSK-0041,CUST-00560,merchant_customer,0.86,2024-06-09
KSK-0041,CUST-00561,merchant_customer,0.731,2024-06-19
KSK-0041,CUST-00562,merchant_customer,0.389,2024-07-15
KSK-0041,CUST-00563,merchant_customer,0.772,2024-09-06
KSK-0041,CUST-00564,merchant_customer,0.185,2024-05-05
KSK-0041,CUST-00565,merchant_customer,0.226,2024-10-13
KSK-0041,CUST-00566,merchant_customer,0.874,2024-07-21
KSK-0041,SUP-020,merchant_supplier,0.593,2024-09-17
KSK-0041,SUP-021,merchant_supplier,0.744,2024-06-22
KSK-0041,SUP-022,merchant_supplier,0.79,2024-01-31
KSK-0041,SUP-023,merchant_supplier,0.666,2024-09-30
KSK-0041,SGS-0332,peer_to_peer,0.115,2024-09-29
KSK-0041,BANK-HDFC,merchant_bank,0.848,2024-01-01
KSK-0041,MTE-0090,upi_link,0.344,2024-02-02
KSK-0041,LENDER-MUDRA-001,loan_link,0.209,2024-01-01
SGS-0042,CUST-02670,merchant_customer,0.405,2024-02-16
SGS-0042,CUST-02671,merchant_customer,0.527,2024-07-23
SGS-0042,CUST-02672,merchant_customer,0.38,2024-03-09
SGS-0042,CUST-02673,merchant_customer,0.44,2024-04-08
SGS-0042,CUST-02674,merchant_customer,0.243,2024-05-05
SGS-0042,CUST-02675,merchant_customer,0.6,2024-01-14
SGS-0042,CUST-02676,merchant_customer,0.463,2024-09-15
SGS-0042,CUST-02677,merchant_customer,0.69,2024-01-19
SGS-0042,CUST-02678,merchant_customer,0.941,2024-09-23
SGS-0042,CUST-02679,merchant_customer,0.36,2024-05-02
SGS-0042,CUST-02680,merchant_customer,0.78,2024-05-17
SGS-0042,CUST-02681,merchant_customer,0.342,2024-08-18
SGS-0042,CUST-02682,merchant_customer,0.4,2024-05-27
SGS-0042,CUST-02683,merchant_customer,0.424,2024-09-20
SGS-0042,CUST-02684,merchant_customer,0.435,2024-05-24
SGS-0042,CUST-02685,merchant_customer,0.876,2024-12-28
SGS-0042,CUST-02686,merchant_customer,0.952,2024-05-22
SGS-0042,CUST-02687,merchant_customer,0.777,2024-10-18
SGS-0042,CUST-02688,merchant_customer,0.48,2024-05-24
SGS-0042,CUST-02689,merchant_customer,0.341,2024-06-19
SGS-0042,SUP-033,merchant_supplier,0.411,2024-02-18
SGS-0042,SUP-034,merchant_supplier,0.425,2024-10-10
SGS-0042,SUP-035,merchant_supplier,0.965,2024-09-11
SGS-0042,SUP-036,merchant_supplier,0.976,2024-04-21
SGS-0042,GEN-0229,peer_to_peer,0.162,2024-06-07
SGS-0042,FTD-0263,peer_to_peer,0.162,2024-03-02
SGS-0042,AUT-0568,peer_to_peer,0.162,2024-06-27
SGS-0042,BANK-ICICI,merchant_bank,0.965,2024-01-01
SGS-0042,SRV-0177,upi_link,0.497,2024-02-13
SGS-0042,LENDER-MUDRA-001,loan_link,0.006,2024-01-01
FTD-0043,CUST-00396,merchant_customer,0.463,2024-03-26
FTD-0043,CUST-00397,merchant_customer,0.949,2024-08-06
FTD-0043,CUST-00398,merchant_customer,0.474,2024-08-07
FTD-0043,CUST-00399,merchant_customer,0.42,2024-09-24
FTD-0043,CUST-00400,merchant_customer,0.75,2024-04-19
FTD-0043,CUST-00401,merchant_customer,0.973,2024-03-26
FTD-0043,CUST-00402,merchant_customer,0.886,2024-12-05
FTD-0043,CUST-00403,merchant_customer,0.671,2024-03-25
FTD-0043,CUST-00404,merchant_customer,0.393,2024-12-26
FTD-0043,CUST-00405,merchant_customer,0.358,2024-12-15
FTD-0043,CUST-00406,merchant_customer,0.512,2024-06-01
FTD-0043,CUST-00407,merchant_customer,0.264,2024-01-11
FTD-0043,SUP-024,merchant_supplier,0.969,2024-07-17
FTD-0043,SUP-025,merchant_supplier,0.366,2024-01-08
FTD-0043,SRV-0437,peer_to_peer,0.327,2024-08-20
FTD-0043,AUT-0508,peer_to_peer,0.327,2024-06-03
FTD-0043,BANK-PNB,merchant_bank,0.99,2024-01-01
FTD-0043,LENDER-MUDRA-001,loan_link,0.034,2024-01-01
AGR-0044,CUST-01953,merchant_customer,0.193,2024-01-08
AGR-0044,CUST-01954,merchant_customer,0.552,2024-07-15
AGR-0044,CUST-01955,merchant_customer,0.416,2024-12-12
AGR-0044,CUST-01956,merchant_customer,0.663,2024-02-21
AGR-0044,CUST-01957,merchant_customer,0.39,2024-07-20
AGR-0044,CUST-01958,merchant_customer,0.975,2024-06-09
AGR-0044,CUST-01959,merchant_customer,0.336,2024-01-08
AGR-0044,CUST-01960,merchant_customer,0.71,2024-07-25
AGR-0044,SUP-004,merchant_supplier,0.76,2024-08-04
AGR-0044,SUP-005,merchant_supplier,0.889,2024-10-17
AGR-0044,MED-0106,peer_to_peer,0.3,2024-11-04
AGR-0044,TXL-0585,peer_to_peer,0.3,2024-03-14
AGR-0044,SRV-0247,peer_to_peer,0.3,2024-03-14
AGR-0044,BANK-AXIS,merchant_bank,1.0,2024-01-01
AGR-0044,AGR-0584,upi_link,0.339,2024-10-25
AGR-0044,LENDER-MUDRA-001,loan_link,0.23,2024-01-01
TXL-0045,CUST-00549,merchant_customer,0.411,2024-05-30
TXL-0045,CUST-00550,merchant_customer,0.864,2024-07-13
TXL-0045,CUST-00551,merchant_customer,0.231,2024-09-04
TXL-0045,CUST-00552,merchant_customer,0.551,2024-11-17
TXL-0045,CUST-00553,merchant_customer,0.656,2024-11-08
TXL-0045,CUST-00554,merchant_customer,0.662,2024-08-24
TXL-0045,CUST-00555,merchant_customer,0.839,2024-01-21
TXL-0045,CUST-00556,merchant_customer,0.11,2024-08-29
TXL-0045,CUST-00557,merchant_customer,0.122,2024-11-21
TXL-0045,CUST-00558,merchant_customer,0.752,2024-02-14
TXL-0045,CUST-00559,merchant_customer,0.799,2024-09-30
TXL-0045,CUST-00560,merchant_customer,0.835,2024-07-28
TXL-0045,CUST-00561,merchant_customer,0.239,2024-03-09
TXL-0045,CUST-00562,merchant_customer,0.318,2024-12-19
TXL-0045,CUST-00563,merchant_customer,0.919,2024-09-03
TXL-0045,CUST-00564,merchant_customer,0.628,2024-05-16
TXL-0045,CUST-00565,merchant_customer,0.739,2024-08-05
TXL-0045,CUST-00566,merchant_customer,0.504,2024-04-05
TXL-0045,CUST-00567,merchant_customer,0.238,2024-11-28
TXL-0045,CUST-00568,merchant_customer,0.945,2024-10-14
TXL-0045,SUP-017,merchant_supplier,0.357,2024-08-18
TXL-0045,SUP-018,merchant_supplier,0.439,2024-10-11
TXL-0045,FTD-0473,peer_to_peer,0.262,2024-11-29
TXL-0045,AGR-0344,peer_to_peer,0.262,2024-09-07
TXL-0045,BANK-BOB,merchant_bank,0.922,2024-01-01
TXL-0045,LENDER-MUDRA-001,loan_link,0.033,2024-01-01
MED-0046,CUST-02250,merchant_customer,0.218,2024-06-27
MED-0046,CUST-02251,merchant_customer,0.274,2024-01-24
MED-0046,CUST-02252,merchant_customer,0.434,2024-09-10
MED-0046,CUST-02253,merchant_customer,0.632,2024-12-05
MED-0046,CUST-02254,merchant_customer,0.502,2024-04-18
MED-0046,CUST-02255,merchant_customer,0.872,2024-06-02
MED-0046,CUST-02256,merchant_customer,0.758,2024-01-04
MED-0046,CUST-02257,merchant_customer,0.216,2024-02-01
MED-0046,CUST-02258,merchant_customer,0.63,2024-02-15
MED-0046,CUST-02259,merchant_customer,0.11,2024-01-02
MED-0046,CUST-02260,merchant_customer,0.723,2024-03-29
MED-0046,CUST-02261,merchant_customer,0.838,2024-08-05
MED-0046,CUST-02262,merchant_customer,0.496,2024-12-17
MED-0046,CUST-02263,merchant_customer,0.618,2024-12-18
MED-0046,CUST-02264,merchant_customer,0.448,2024-12-21
MED-0046,CUST-02265,merchant_customer,0.317,2024-04-05
MED-0046,CUST-02266,merchant_customer,0.162,2024-01-23
MED-0046,CUST-02267,merchant_customer,0.722,2024-12-05
MED-0046,CUST-02268,merchant_customer,0.374,2024-09-11
MED-0046,CUST-02269,merchant_customer,0.84,2024-07-15
MED-0046,SUP-022,merchant_supplier,0.428,2024-11-13
MED-0046,FTD-0163,peer_to_peer,0.275,2024-07-28
MED-0046,BANK-KOTAK,merchant_bank,0.917,2024-01-01
MED-0046,LENDER-MUDRA-001,loan_link,0.2555,2024-01-01
SRV-0047,CUST-01138,merchant_customer,0.967,2024-10-04
SRV-0047,CUST-01139,merchant_customer,0.667,2024-03-30
SRV-0047,CUST-01140,merchant_customer,0.782,2024-02-13
SRV-0047,CUST-01141,merchant_customer,0.425,2024-12-02
SRV-0047,CUST-01142,merchant_customer,0.735,2024-04-30
SRV-0047,CUST-01143,merchant_customer,0.31,2024-06-09
SRV-0047,CUST-01144,merchant_customer,0.379,2024-12-14
SRV-0047,CUST-01145,merchant_customer,0.529,2024-01-08
SRV-0047,CUST-01146,merchant_customer,0.56,2024-05-27
SRV-0047,CUST-01147,merchant_customer,0.631,2024-07-06
SRV-0047,CUST-01148,merchant_customer,0.514,2024-07-05
SRV-0047,CUST-01149,merchant_customer,0.441,2024-01-04
SRV-0047,CUST-01150,merchant_customer,0.719,2024-02-22
SRV-0047,CUST-01151,merchant_customer,0.752,2024-05-18
SRV-0047,CUST-01152,merchant_customer,0.917,2024-03-28
SRV-0047,CUST-01153,merchant_customer,0.483,2024-06-12
SRV-0047,CUST-01154,merchant_customer,0.567,2024-03-28
SRV-0047,CUST-01155,merchant_customer,0.309,2024-02-06
SRV-0047,CUST-01156,merchant_customer,0.518,2024-12-26
SRV-0047,CUST-01157,merchant_customer,0.332,2024-12-18
SRV-0047,SUP-014,merchant_supplier,0.844,2024-11-18
SRV-0047,SUP-015,merchant_supplier,0.524,2024-04-24
SRV-0047,SUP-016,merchant_supplier,0.764,2024-03-12
SRV-0047,SUP-017,merchant_supplier,0.751,2024-02-19
SRV-0047,MED-0466,peer_to_peer,0.152,2024-11-17
SRV-0047,BANK-UNION,merchant_bank,0.945,2024-01-01
SRV-0047,MED-0456,upi_link,0.75,2024-11-04
SRV-0047,LENDER-MUDRA-001,loan_link,0.0425,2024-01-01
AUT-0048,CUST-01521,merchant_customer,0.605,2024-07-14
AUT-0048,CUST-01522,merchant_customer,0.596,2024-07-12
AUT-0048,CUST-01523,merchant_customer,0.136,2024-11-02
AUT-0048,CUST-01524,merchant_customer,0.7,2024-08-07
AUT-0048,CUST-01525,merchant_customer,0.622,2024-11-01
AUT-0048,CUST-01526,merchant_customer,0.965,2024-02-08
AUT-0048,CUST-01527,merchant_customer,0.312,2024-03-30
AUT-0048,CUST-01528,merchant_customer,0.921,2024-07-16
AUT-0048,CUST-01529,merchant_customer,0.752,2024-08-30
AUT-0048,CUST-01530,merchant_customer,0.131,2024-12-07
AUT-0048,CUST-01531,merchant_customer,0.656,2024-08-31
AUT-0048,CUST-01532,merchant_customer,0.712,2024-08-20
AUT-0048,CUST-01533,merchant_customer,0.769,2024-12-10
AUT-0048,CUST-01534,merchant_customer,0.751,2024-08-31
AUT-0048,CUST-01535,merchant_customer,0.148,2024-05-23
AUT-0048,CUST-01536,merchant_customer,0.299,2024-08-22
AUT-0048,CUST-01537,merchant_customer,0.5,2024-02-11
AUT-0048,CUST-01538,merchant_customer,0.628,2024-12-08
AUT-0048,CUST-01539,merchant_customer,0.938,2024-12-05
AUT-0048,CUST-01540,merchant_customer,0.522,2024-08-05
AUT-0048,SUP-009,merchant_supplier,0.649,2024-11-30
AUT-0048,SUP-010,merchant_supplier,0.889,2024-07-11
AUT-0048,SUP-011,merchant_supplier,0.562,2024-12-06
AUT-0048,SUP-012,merchant_supplier,0.914,2024-08-20
AUT-0048,SGS-0432,peer_to_peer,0.317,2024-01-11
AUT-0048,GEN-0459,peer_to_peer,0.317,2024-10-13
AUT-0048,BANK-CANARA,merchant_bank,0.865,2024-01-01
AUT-0048,AUT-0218,upi_link,0.655,2024-04-26
AUT-0048,LENDER-MUDRA-001,loan_link,0.0125,2024-01-01
GEN-0049,CUST-02718,merchant_customer,0.412,2024-01-27
GEN-0049,CUST-02719,merchant_customer,0.486,2024-07-01
GEN-0049,CUST-02720,merchant_customer,0.257,2024-08-26
GEN-0049,CUST-02721,merchant_customer,0.273,2024-10-29
GEN-0049,CUST-02722,merchant_customer,0.152,2024-03-07
GEN-0049,CUST-02723,merchant_customer,0.185,2024-02-11
GEN-0049,CUST-02724,merchant_customer,0.845,2024-01-31
GEN-0049,CUST-02725,merchant_customer,0.361,2024-09-27
GEN-0049,CUST-02726,merchant_customer,0.333,2024-06-18
GEN-0049,CUST-02727,merchant_customer,0.873,2024-01-10
GEN-0049,CUST-02728,merchant_customer,0.531,2024-07-30
GEN-0049,CUST-02729,merchant_customer,0.923,2024-08-19
GEN-0049,CUST-02730,merchant_customer,0.871,2024-03-14
GEN-0049,CUST-02731,merchant_customer,0.539,2024-11-22
GEN-0049,CUST-02732,merchant_customer,0.214,2024-08-20
GEN-0049,CUST-02733,merchant_customer,0.19,2024-11-21
GEN-0049,CUST-02734,merchant_customer,0.298,2024-10-21
GEN-0049,CUST-02735,merchant_customer,0.536,2024-07-25
GEN-0049,CUST-02736,merchant_customer,0.531,2024-05-24
GEN-0049,CUST-02737,merchant_customer,0.991,2024-06-07
GEN-0049,SUP-019,merchant_supplier,0.578,2024-11-16
GEN-0049,AUT-0288,peer_to_peer,0.31,2024-02-29
GEN-0049,BANK-IDB,merchant_bank,0.828,2024-01-01
GEN-0049,LENDER-MUDRA-001,loan_link,0.033,2024-01-01
MTE-0050,CUST-00401,merchant_customer,0.759,2024-06-09
MTE-0050,CUST-00402,merchant_customer,0.424,2024-02-05
MTE-0050,CUST-00403,merchant_customer,0.368,2024-08-14
MTE-0050,CUST-00404,merchant_customer,0.839,2024-06-01
MTE-0050,CUST-00405,merchant_customer,0.855,2024-09-03
MTE-0050,CUST-00406,merchant_customer,0.212,2024-09-11
MTE-0050,CUST-00407,merchant_customer,0.93,2024-09-05
MTE-0050,CUST-00408,merchant_customer,0.696,2024-01-02
MTE-0050,CUST-00409,merchant_customer,0.556,2024-03-28
MTE-0050,CUST-00410,merchant_customer,0.484,2024-11-29
MTE-0050,CUST-00411,merchant_customer,0.151,2024-09-15
MTE-0050,CUST-00412,merchant_customer,0.588,2024-06-16
MTE-0050,CUST-00413,merchant_customer,0.454,2024-07-30
MTE-0050,CUST-00414,merchant_customer,0.583,2024-05-27
MTE-0050,CUST-00415,merchant_customer,0.482,2024-11-03
MTE-0050,CUST-00416,merchant_customer,0.814,2024-10-08
MTE-0050,CUST-00417,merchant_customer,0.351,2024-01-09
MTE-0050,CUST-00418,merchant_customer,0.154,2024-11-22
MTE-0050,CUST-00419,merchant_customer,0.758,2024-11-02
MTE-0050,CUST-00420,merchant_customer,0.47,2024-02-07
MTE-0050,SUP-014,merchant_supplier,0.477,2024-11-09
MTE-0050,SUP-015,merchant_supplier,0.636,2024-06-02
MTE-0050,SUP-016,merchant_supplier,0.991,2024-05-23
MTE-0050,SUP-017,merchant_supplier,0.697,2024-02-02
MTE-0050,MTE-0170,peer_to_peer,0.269,2024-12-01
MTE-0050,KSK-0031,peer_to_peer,0.269,2024-10-28
MTE-0050,BANK-SBI,merchant_bank,0.865,2024-01-01
MTE-0050,SRV-0047,upi_link,0.499,2024-01-06
MTE-0050,LENDER-MUDRA-001,loan_link,0.0375,2024-01-01
KSK-0051,CUST-01901,merchant_customer,0.297,2024-10-02
KSK-0051,CUST-01902,merchant_customer,0.293,2024-08-23
KSK-0051,CUST-01903,merchant_customer,0.888,2024-07-26
KSK-0051,CUST-01904,merchant_customer,0.843,2024-04-23
KSK-0051,CUST-01905,merchant_customer,0.909,2024-06-09
KSK-0051,CUST-01906,merchant_customer,0.884,2024-06-30
KSK-0051,CUST-01907,merchant_customer,0.812,2024-08-31
KSK-0051,CUST-01908,merchant_customer,0.778,2024-07-22
KSK-0051,CUST-01909,merchant_customer,0.669,2024-04-17
KSK-0051,CUST-01910,merchant_customer,0.229,2024-04-25
KSK-0051,CUST-01911,merchant_customer,0.774,2024-10-11
KSK-0051,CUST-01912,merchant_customer,0.855,2024-01-01
KSK-0051,CUST-01913,merchant_customer,0.182,2024-06-13
KSK-0051,CUST-01914,merchant_customer,0.637,2024-12-17
KSK-0051,CUST-01915,merchant_customer,0.404,2024-05-07
KSK-0051,CUST-01916,merchant_customer,0.911,2024-07-15
KSK-0051,CUST-01917,merchant_customer,0.16,2024-05-13
KSK-0051,CUST-01918,merchant_customer,0.346,2024-12-28
KSK-0051,CUST-01919,merchant_customer,0.794,2024-12-25
KSK-0051,CUST-01920,merchant_customer,0.55,2024-10-25
KSK-0051,SUP-017,merchant_supplier,0.318,2024-03-14
KSK-0051,SUP-018,merchant_supplier,0.88,2024-09-06
KSK-0051,TXL-0475,peer_to_peer,0.289,2024-08-07
KSK-0051,FTD-0433,peer_to_peer,0.289,2024-06-10
KSK-0051,SRV-0147,peer_to_peer,0.289,2024-11-25
KSK-0051,BANK-HDFC,merchant_bank,1.0,2024-01-01
KSK-0051,KSK-0241,upi_link,0.531,2024-02-07
KSK-0051,LENDER-MUDRA-001,loan_link,0.443,2024-01-01
SGS-0052,CUST-00927,merchant_customer,0.543,2024-06-22
SGS-0052,CUST-00928,merchant_customer,0.723,2024-01-01
SGS-0052,CUST-00929,merchant_customer,0.144,2024-06-12
SGS-0052,CUST-00930,merchant_customer,0.342,2024-08-02
SGS-0052,CUST-00931,merchant_customer,0.835,2024-12-18
SGS-0052,CUST-00932,merchant_customer,0.901,2024-08-25
SGS-0052,CUST-00933,merchant_customer,0.132,2024-01-08
SGS-0052,CUST-00934,merchant_customer,0.199,2024-03-19
SGS-0052,CUST-00935,merchant_customer,0.175,2024-09-02
SGS-0052,CUST-00936,merchant_customer,0.425,2024-12-02
SGS-0052,CUST-00937,merchant_customer,0.272,2024-01-14
SGS-0052,CUST-00938,merchant_customer,0.44,2024-04-28
SGS-0052,CUST-00939,merchant_customer,0.212,2024-11-23
SGS-0052,CUST-00940,merchant_customer,0.593,2024-12-10
SGS-0052,CUST-00941,merchant_customer,0.795,2024-12-14
SGS-0052,CUST-00942,merchant_customer,0.489,2024-12-13
SGS-0052,CUST-00943,merchant_customer,0.424,2024-05-05
SGS-0052,CUST-00944,merchant_customer,0.363,2024-01-04
SGS-0052,CUST-00945,merchant_customer,0.523,2024-02-13
SGS-0052,CUST-00946,merchant_customer,0.27,2024-07-29
SGS-0052,SUP-036,merchant_supplier,0.36,2024-08-28
SGS-0052,SUP-037,merchant_supplier,0.64,2024-11-01
SGS-0052,SUP-038,merchant_supplier,0.672,2024-04-09
SGS-0052,KSK-0061,peer_to_peer,0.204,2024-06-22
SGS-0052,BANK-ICICI,merchant_bank,0.918,2024-01-01
SGS-0052,SRV-0157,upi_link,0.461,2024-03-18
SGS-0052,LENDER-MUDRA-001,loan_link,0.0395,2024-01-01
FTD-0053,CUST-02098,merchant_customer,0.947,2024-10-06
FTD-0053,CUST-02099,merchant_customer,0.72,2024-05-23
FTD-0053,CUST-02100,merchant_customer,0.614,2024-10-24
FTD-0053,CUST-02101,merchant_customer,0.588,2024-02-04
FTD-0053,CUST-02102,merchant_customer,0.454,2024-03-05
FTD-0053,CUST-02103,merchant_customer,0.888,2024-08-27
FTD-0053,CUST-02104,merchant_customer,0.16,2024-11-28
FTD-0053,CUST-02105,merchant_customer,0.43,2024-11-10
FTD-0053,CUST-02106,merchant_customer,0.385,2024-03-19
FTD-0053,CUST-02107,merchant_customer,0.348,2024-01-20
FTD-0053,CUST-02108,merchant_customer,0.21,2024-04-30
FTD-0053,CUST-02109,merchant_customer,0.557,2024-06-30
FTD-0053,SUP-008,merchant_supplier,0.976,2024-08-14
FTD-0053,TXL-0055,peer_to_peer,0.278,2024-09-18
FTD-0053,TXL-0095,peer_to_peer,0.278,2024-01-17
FTD-0053,KSK-0431,peer_to_peer,0.278,2024-04-16
FTD-0053,BANK-PNB,merchant_bank,1.0,2024-01-01
FTD-0053,AUT-0598,upi_link,0.209,2024-07-24
FTD-0053,LENDER-MUDRA-001,loan_link,0.021,2024-01-01
AGR-0054,CUST-01843,merchant_customer,0.332,2024-02-25
AGR-0054,CUST-01844,merchant_customer,0.535,2024-04-30
AGR-0054,CUST-01845,merchant_customer,0.629,2024-02-24
AGR-0054,CUST-01846,merchant_customer,0.537,2024-02-28
AGR-0054,CUST-01847,merchant_customer,0.356,2024-11-25
AGR-0054,CUST-01848,merchant_customer,0.467,2024-06-09
AGR-0054,CUST-01849,merchant_customer,0.347,2024-07-06
AGR-0054,CUST-01850,merchant_customer,0.871,2024-01-15
AGR-0054,CUST-01851,merchant_customer,0.504,2024-01-22
AGR-0054,CUST-01852,merchant_customer,0.75,2024-08-07
AGR-0054,CUST-01853,merchant_customer,0.395,2024-05-17
AGR-0054,CUST-01854,merchant_customer,0.198,2024-12-12
AGR-0054,CUST-01855,merchant_customer,0.558,2024-06-21
AGR-0054,CUST-01856,merchant_customer,0.161,2024-08-16
AGR-0054,CUST-01857,merchant_customer,0.313,2024-11-02
AGR-0054,CUST-01858,merchant_customer,0.587,2024-02-10
AGR-0054,CUST-01859,merchant_customer,0.197,2024-02-27
AGR-0054,CUST-01860,merchant_customer,0.124,2024-12-30
AGR-0054,CUST-01861,merchant_customer,0.992,2024-11-08
AGR-0054,CUST-01862,merchant_customer,0.184,2024-08-01
AGR-0054,SUP-002,merchant_supplier,0.864,2024-02-04
AGR-0054,SUP-003,merchant_supplier,0.465,2024-12-25
AGR-0054,SUP-004,merchant_supplier,0.877,2024-07-29
AGR-0054,MED-0396,peer_to_peer,0.205,2024-08-11
AGR-0054,MED-0376,peer_to_peer,0.205,2024-09-20
AGR-0054,BANK-AXIS,merchant_bank,1.0,2024-01-01
AGR-0054,KSK-0521,upi_link,0.215,2024-08-17
AGR-0054,LENDER-MUDRA-001,loan_link,0.349,2024-01-01
TXL-0055,CUST-00564,merchant_customer,0.499,2024-09-20
TXL-0055,CUST-00565,merchant_customer,0.82,2024-04-06
TXL-0055,CUST-00566,merchant_customer,0.941,2024-07-14
TXL-0055,CUST-00567,merchant_customer,0.794,2024-05-25
TXL-0055,CUST-00568,merchant_customer,0.99,2024-02-11
TXL-0055,CUST-00569,merchant_customer,0.556,2024-07-24
TXL-0055,CUST-00570,merchant_customer,0.993,2024-03-09
TXL-0055,CUST-00571,merchant_customer,0.728,2024-07-21
TXL-0055,CUST-00572,merchant_customer,0.171,2024-03-31
TXL-0055,CUST-00573,merchant_customer,0.831,2024-01-08
TXL-0055,CUST-00574,merchant_customer,0.322,2024-09-23
TXL-0055,CUST-00575,merchant_customer,0.865,2024-04-10
TXL-0055,SUP-021,merchant_supplier,0.539,2024-10-24
TXL-0055,MED-0416,peer_to_peer,1.0,2024-06-01
TXL-0055,BANK-BOB,merchant_bank,0.874,2024-01-01
TXL-0055,TXL-0555,upi_link,0.337,2024-06-06
TXL-0055,LENDER-MUDRA-001,loan_link,0.0265,2024-01-01
MED-0056,CUST-02612,merchant_customer,0.244,2024-03-08
