merchant_id,risk_label,composite_risk_score
RDS-01074,1,0.3
RDS-01075,0,0.12
RDS-01076,1,0.37
RDS-01077,0,0.12
RDS-01078,1,0.37
RDS-01079,0,0.1
RDS-01080,0,0.0
RDS-01081,0,0.15
RDS-01082,0,0.15
RDS-01083,1,0.4
RDS-01084,1,0.3
RDS-01085,0,0.12
RDS-01086,0,0.0
RDS-01087,0,0.0
RDS-01088,1,0.27
RDS-01089,1,0.37
RDS-01090,1,0.3
RDS-01091,2,0.65
RDS-01092,0,0.12
RDS-01093,0,0.0
RDS-01094,0,0.15
RDS-01095,1,0.3
RDS-01096,0,0.15
RDS-01097,1,0.27
RDS-01098,1,0.22
RDS-01099,1,0.27
RDS-01100,2,0.67
RDS-01101,0,0.15
RDS-01102,0,0.12
RDS-01103,0,0.15
RDS-01104,0,0.12
RDS-01105,1,0.35
RDS-01106,2,0.65
RDS-01107,1,0.25
RDS-01108,0,0.15
RDS-01109,0,0.0
RDS-01110,0,0.0
RDS-01111,1,0.25
RDS-01112,1,0.3
RDS-01113,1,0.27
RDS-01114,0,0.15
RDS-01115,1,0.22
RDS-01116,0,0.12
RDS-01117,1,0.37
RDS-01118,0,0.12
RDS-01119,0,0.15
RDS-01120,0,0.0
RDS-01121,1,0.4
RDS-01122,1,0.27
RDS-01123,1,0.37
RDS-01124,2,0.62
RDS-01125,2,0.52
RDS-01126,0,0.12
RDS-01127,1,0.22
RDS-01128,0,0.0
RDS-01129,0,0.12
RDS-01130,0,0.0
RDS-01131,0,0.0
RDS-01132,2,0.65
RDS-01133,0,0.15
RDS-01134,0,0.15
RDS-01135,0,0.0
RDS-01136,1,0.25
RDS-01137,0,0.0
RDS-01138,1,0.25
RDS-01139,1,0.4
RDS-01140,0,0.12
RDS-01141,1,0.27
RDS-01142,1,0.25
RDS-01143,0,0.0
RDS-01144,0,0.15
RDS-01145,2,0.52
RDS-01146,0,0.12
RDS-01147,2,0.67
RDS-01148,1,0.27
RDS-01149,1,0.27
RDS-01150,0,0.12
RDS-01151,1,0.22
RDS-01152,1,0.3
RDS-01153,1,0.27
RDS-01154,1,0.3
RDS-01155,0,0.0
RDS-01156,0,0.0
RDS-01157,0,0.0
RDS-01158,1,0.4
RDS-01159,0,0.12
RDS-01160,1,0.22
RDS-01161,1,0.25
RDS-01162,1,0.27
RDS-01163,0,0.0
RDS-01164,2,0.52
RDS-01165,0,0.15
RDS-01166,1,0.27
RDS-01167,0,0.12
RDS-01168,3,0.77
RDS-01169,0,0.15
RDS-01170,1,0.27
RDS-01171,0,0.0
RDS-01172,1,0.37
RDS-01173,0,0.15
RDS-01174,0,0.12
RDS-01175,1,0.32
RDS-01176,0,0.1
RDS-01177,0,0.12
RDS-01178,2,0.65
RDS-01179,0,0.15
RDS-01180,2,0.65
RDS-01181,0,0.12
RDS-01182,0,0.15
RDS-01183,0,0.15
RDS-01184,2,0.65
RDS-01185,0,0.1
RDS-01186,1,0.3
RDS-01187,0,0.0
RDS-01188,1,0.27
RDS-01189,1,0.27
RDS-01190,3,0.9
RDS-01191,1,0.27
RDS-01192,0,0.15
RDS-01193,0,0.0
RDS-01194,2,0.57
RDS-01195,2,0.65
RDS-01196,0,0.12
RDS-01197,0,0.0
RDS-01198,2,0.52
RDS-01199,1,0.22
RDS-01200,1,0.25
RDS-01201,1,0.3
RDS-01202,0,0.15
RDS-01203,0,0.1
RDS-01204,0,0.15
RDS-01205,0,0.0
RDS-01206,0,0.0
RDS-01207,2,0.67
RDS-01208,0,0.15
RDS-01209,0,0.15
RDS-01210,0,0.15
RDS-01211,0,0.0
RDS-01212,0,0.15
RDS-01213,0,0.15
RDS-01214,0,0.12
RDS-01215,0,0.12
RDS-01216,0,0.12
RDS-01217,0,0.15
RDS-01218,1,0.37
RDS-01219,0,0.12
RDS-01220,0,0.12
RDS-01221,1,0.27
RDS-01222,0,0.15
RDS-01223,1,0.27
RDS-01224,0,0.15
RDS-01225,1,0.3
RDS-01226,0,0.0
RDS-01227,0,0.0
RDS-01228,0,0.15
RDS-01229,0,0.1
RDS-01230,1,0.27
RDS-01231,0,0.1
RDS-01232,0,0.15
RDS-01233,0,0.15
RDS-01234,0,0.1
RDS-01235,1,0.25
RDS-01236,0,0.15
RDS-01237,1,0.27
RDS-01238,0,0.12
RDS-01239,1,0.27
RDS-01240,3,0.77
RDS-01241,1,0.3
RDS-01242,0,0.15
RDS-01243,0,0.0
RDS-01244,0,0.0
RDS-01245,1,0.27
RDS-01246,1,0.22
RDS-01247,0,0.12
RDS-01248,0,0.15
RDS-01249,0,0.15
RDS-01250,0,0.15
RDS-01251,0,0.0
RDS-01252,1,0.3
RDS-01253,0,0.12
RDS-01254,0,0.0
RDS-01255,1,0.27
RDS-01256,2,0.57
RDS-01257,1,0.37
RDS-01258,0,0.0
RDS-01259,0,0.12
RDS-01260,0,0.0
RDS-01261,2,0.52
RDS-01262,0,0.1
RDS-01263,0,0.0
RDS-01264,1,0.22
RDS-01265,1,0.27
RDS-01266,2,0.47
RDS-01267,0,0.12
RDS-01268,0,0.12
RDS-01269,0,0.0
RDS-01270,2,0.55
RDS-01271,0,0.0
RDS-01272,0,0.0
RDS-01273,0,0.0
RDS-01274,0,0.15
RDS-01275,0,0.15
RDS-01276,2,0.55
RDS-01277,0,0.15
RDS-01278,0,0.12
RDS-01279,0,0.0
RDS-01280,1,0.25
RDS-01281,2,0.52
RDS-01282,1,0.25
RDS-01283,0,0.15
RDS-01284,1,0.42
RDS-01285,2,0.65
RDS-01286,0,0.0
RDS-01287,0,0.1
RDS-01288,0,0.0
RDS-01289,1,0.27
RDS-01290,0,0.15
RDS-01291,0,0.1
RDS-01292,1,0.25
RDS-01293,0,0.12
RDS-01294,0,0.12
RDS-01295,1,0.3
RDS-01296,0,0.15
RDS-01297,1,0.4
RDS-01298,1,0.25
RDS-01299,0,0.12
RDS-01300,0,0.0
RDS-01301,0,0.15
RDS-01302,0,0.15
RDS-01303,1,0.37
RDS-01304,0,0.0
RDS-01305,0,0.1
RDS-01306,0,0.0
RDS-01307,0,0.0
RDS-01308,1,0.42
RDS-01309,0,0.0
RDS-01310,0,0.15
RDS-01311,2,0.5
RDS-01312,0,0.12
RDS-01313,2,0.67
RDS-01314,0,0.0
RDS-01315,1,0.25
RDS-01316,1,0.27
RDS-01317,0,0.15
RDS-01318,0,0.12
RDS-01319,0,0.12
RDS-01320,1,0.25
RDS-01321,0,0.1
RDS-01322,0,0.15
RDS-01323,0,0.0
RDS-01324,1,0.25
RDS-01325,2,0.65
RDS-01326,0,0.1
RDS-01327,0,0.0
RDS-01328,0,0.0
RDS-01329,2,0.5
RDS-01330,0,0.12
RDS-01331,1,0.27
RDS-01332,1,0.27
RDS-01333,1,0.27
RDS-01334,1,0.3
RDS-01335,0,0.0
RDS-01336,1,0.37
RDS-01337,2,0.65
RDS-01338,1,0.4
RDS-01339,0,0.15
RDS-01340,1,0.37
RDS-01341,1,0.37
RDS-01342,0,0.12
RDS-01343,0,0.0
RDS-01344,0,0.0
RDS-01345,0,0.0
RDS-01346,0,0.1
RDS-01347,3,0.7
RDS-01348,0,0.15
RDS-01349,0,0.0
RDS-01350,0,0.0
RDS-01351,2,0.55
RDS-01352,0,0.0
RDS-01353,1,0.37
RDS-01354,0,0.0
RDS-01355,0,0.0
RDS-01356,1,0.42
RDS-01357,0,0.1
RDS-01358,0,0.15
RDS-01359,0,0.12
RDS-01360,0,0.0
RDS-01361,0,0.0
RDS-01362,1,0.4
RDS-01363,0,0.0
RDS-01364,1,0.27
RDS-01365,2,0.62
RDS-01366,1,0.37
RDS-01367,0,0.15
RDS-01368,0,0.0
RDS-01369,0,0.0
RDS-01370,0,0.0
RDS-01371,0,0.15
RDS-01372,0,0.15
RDS-01373,0,0.15
RDS-01374,2,0.65
RDS-01375,2,0.52
RDS-01376,1,0.27
RDS-01377,0,0.0
RDS-01378,0,0.0
RDS-01379,0,0.15
RDS-01380,0,0.0
RDS-01381,1,0.27
RDS-01382,1,0.27
RDS-01383,1,0.25
RDS-01384,0,0.0
RDS-01385,0,0.0
RDS-01386,0,0.12
RDS-01387,0,0.12
RDS-01388,1,0.22
RDS-01389,0,0.15
RDS-01390,1,0.42
RDS-01391,0,0.12
RDS-01392,0,0.15
RDS-01393,0,0.0
RDS-01394,0,0.0
RDS-01395,1,0.3
RDS-01396,1,0.3
RDS-01397,0,0.0
RDS-01398,0,0.1
RDS-01399,1,0.25
RDS-01400,0,0.15
RDS-01401,1,0.27
RDS-01402,0,0.0
RDS-01403,2,0.65
RDS-01404,0,0.0
RDS-01405,0,0.12
RDS-01406,2,0.52
RDS-01407,0,0.0
RDS-01408,1,0.27
RDS-01409,0,0.12
RDS-01410,0,0.1
RDS-01411,1,0.22
RDS-01412,1,0.25
RDS-01413,1,0.27
RDS-01414,0,0.12
RDS-01415,0,0.12
RDS-01416,0,0.15
RDS-01417,0,0.0
RDS-01418,1,0.4
RDS-01419,0,0.1
RDS-01420,0,0.0
RDS-01421,1,0.42
RDS-01422,1,0.37
RDS-01423,2,0.62
RDS-01424,0,0.1
RDS-01425,0,0.15
RDS-01426,0,0.15
RDS-01427,0,0.0
RDS-01428,0,0.0
RDS-01429,1,0.27
RDS-01430,1,0.3
RDS-01431,0,0.12
RDS-01432,0,0.15
RDS-01433,0,0.15
RDS-01434,1,0.27
RDS-01435,0,0.12
RDS-01436,0,0.0
RDS-01437,2,0.52
RDS-01438,1,0.37
RDS-01439,1,0.4
RDS-01440,0,0.1
RDS-01441,1,0.35
RDS-01442,0,0.0
RDS-01443,0,0.0
RDS-01444,0,0.0
RDS-01445,0,0.0
RDS-01446,1,0.27
RDS-01447,2,0.55
RDS-01448,0,0.0
RDS-01449,1,0.25
RDS-01450,0,0.15
RDS-01451,0,0.0
RDS-01452,3,0.7
RDS-01453,0,0.12
RDS-01454,0,0.0
RDS-01455,1,0.27
RDS-01456,0,0.0
RDS-01457,1,0.27
RDS-01458,1,0.4
RDS-01459,0,0.0
RDS-01460,1,0.22
RDS-01461,1,0.27
RDS-01462,0,0.1
RDS-01463,1,0.37
RDS-01464,1,0.4
RDS-01465,2,0.65
RDS-01466,1,0.32
RDS-01467,0,0.15
RDS-01468,0,0.15
RDS-01469,0,0.15
RDS-01470,0,0.15
RDS-01471,2,0.55
RDS-01472,1,0.25
RDS-01473,0,0.0
RDS-01474,1,0.25
RDS-01475,1,0.4
RDS-01476,2,0.67
RDS-01477,0,0.0
RDS-01478,0,0.0
RDS-01479,0,0.15
RDS-01480,0,0.15
RDS-01481,1,0.27
RDS-01482,0,0.15
RDS-01483,0,0.1
RDS-01484,2,0.67
RDS-01485,1,0.37
RDS-01486,0,0.12
RDS-01487,0,0.0
RDS-01488,0,0.0
RDS-01489,1,0.25
RDS-01490,0,0.0
RDS-01491,1,0.4
RDS-01492,0,0.15
RDS-01493,0,0.0
RDS-01494,1,0.27
RDS-01495,0,0.12
RDS-01496,1,0.22
RDS-01497,2,0.67
RDS-01498,1,0.42
RDS-01499,0,0.15
RDS-01500,0,0.0
RDS-01501,2,0.52
RDS-01502,0,0.12
RDS-01503,0,0.12
RDS-01504,1,0.25
RDS-01505,0,0.12
RDS-01506,1,0.22
RDS-01507,1,0.22
RDS-01508,0,0.0
RDS-01509,1,0.22
RDS-01510,0,0.15
RDS-01511,0,0.15
RDS-01512,0,0.15
RDS-01513,0,0.12
RDS-01514,0,0.15
RDS-01515,0,0.15
RDS-01516,0,0.1
RDS-01517,1,0.27
RDS-01518,1,0.25
RDS-01519,3,0.77
RDS-01520,1,0.27
RDS-01521,0,0.15
RDS-01522,0,0.1
RDS-01523,0,0.0
RDS-01524,1,0.25
RDS-01525,0,0.12
RDS-01526,1,0.3
RDS-01527,0,0.0
RDS-01528,0,0.15
RDS-01529,0,0.12
RDS-01530,0,0.15
RDS-01531,1,0.27
RDS-01532,1,0.37
RDS-01533,0,0.0
RDS-01534,1,0.27
RDS-01535,1,0.27
RDS-01536,0,0.15
RDS-01537,0,0.15
RDS-01538,2,0.55
RDS-01539,0,0.1
RDS-01540,1,0.2
RDS-01541,0,0.12
RDS-01542,0,0.15
RDS-01543,0,0.0
RDS-01544,1,0.27
RDS-01545,0,0.1
RDS-01546,0,0.1
RDS-01547,1,0.25
RDS-01548,0,0.1
RDS-01549,1,0.37
RDS-01550,0,0.12
RDS-01551,1,0.27
RDS-01552,1,0.37
RDS-01553,1,0.27
RDS-01554,2,0.65
RDS-01555,1,0.27
RDS-01556,1,0.27
RDS-01557,0,0.15
RDS-01558,1,0.27
RDS-01559,0,0.15
RDS-01560,0,0.15
RDS-01561,0,0.0
RDS-01562,1,0.25
RDS-01563,2,0.55
RDS-01564,0,0.1
RDS-01565,0,0.15
RDS-01566,0,0.0
RDS-01567,0,0.15
RDS-01568,0,0.15
RDS-01569,0,0.15
RDS-01570,0,0.15
RDS-01571,0,0.0
RDS-01572,0,0.15
RDS-01573,1,0.37
RDS-01574,0,0.0
RDS-01575,0,0.12
RDS-01576,1,0.25
RDS-01577,1,0.37
RDS-01578,1,0.27
RDS-01579,1,0.27
RDS-01580,1,0.37
RDS-01581,2,0.67
RDS-01582,0,0.12
RDS-01583,1,0.27
RDS-01584,0,0.1
RDS-01585,0,0.1
RDS-01586,1,0.25
RDS-01587,0,0.15
RDS-01588,0,0.1
RDS-01589,1,0.3
RDS-01590,0,0.15
RDS-01591,0,0.15
RDS-01592,0,0.15
RDS-01593,1,0.22
RDS-01594,0,0.0
RDS-01595,0,0.1
RDS-01596,1,0.37
RDS-01597,1,0.27
RDS-01598,1,0.3
RDS-01599,0,0.12
RDS-01600,1,0.25
RDS-01601,0,0.15
RDS-01602,0,0.15
RDS-01603,0,0.15
RDS-01604,0,0.0
RDS-01605,1,0.22
RDS-01606,1,0.25
RDS-01607,1,0.22
RDS-01608,3,0.7
RDS-01609,1,0.2
RDS-01610,0,0.15
RDS-01611,0,0.15
RDS-01612,2,0.65
RDS-01613,2,0.67
RDS-01614,1,0.25
RDS-01615,0,0.0
RDS-01616,0,0.15
RDS-01617,0,0.15
RDS-01618,1,0.37
RDS-01619,0,0.12
RDS-01620,1,0.27
RDS-01621,0,0.0
RDS-01622,0,0.1
RDS-01623,2,0.55
RDS-01624,0,0.0
RDS-01625,0,0.15
RDS-01626,1,0.4
RDS-01627,1,0.22
RDS-01628,1,0.37
RDS-01629,1,0.32
RDS-01630,0,0.12
RDS-01631,1,0.27
RDS-01632,0,0.15
RDS-01633,0,0.0
RDS-01634,1,0.25
RDS-01635,1,0.3
RDS-01636,0,0.15
RDS-01637,0,0.0
RDS-01638,1,0.22
RDS-01639,0,0.0
RDS-01640,0,0.15
RDS-01641,1,0.27
RDS-01642,1,0.25
RDS-01643,1,0.3
RDS-01644,0,0.0
RDS-01645,2,0.67
RDS-01646,2,0.62
RDS-01647,0,0.15
RDS-01648,1,0.27
RDS-01649,0,0.0
RDS-01650,0,0.12
RDS-01651,0,0.1
RDS-01652,1,0.27
RDS-01653,0,0.12
RDS-01654,1,0.27
RDS-01655,1,0.37
RDS-01656,0,0.15
RDS-01657,0,0.15
RDS-01658,0,0.15
RDS-01659,1,0.25
RDS-01660,0,0.15
RDS-01661,0,0.15
RDS-01662,0,0.15
RDS-01663,1,0.25
RDS-01664,0,0.15
RDS-01665,0,0.15
RDS-01666,0,0.15
RDS-01667,0,0.15
RDS-01668,0,0.0
RDS-01669,0,0.0
RDS-01670,2,0.55
RDS-01671,1,0.3
RDS-01672,1,0.27
RDS-01673,0,0.12
RDS-01674,1,0.42
RDS-01675,0,0.0
RDS-01676,1,0.27
RDS-01677,1,0.3
RDS-01678,0,0.1
RDS-01679,0,0.0
RDS-01680,0,0.1
RDS-01681,0,0.0
RDS-01682,2,0.65
RDS-01683,0,0.0
RDS-01684,1,0.3
RDS-01685,0,0.0
RDS-01686,1,0.37
RDS-01687,1,0.42
RDS-01688,0,0.15
RDS-01689,1,0.3
RDS-01690,0,0.15
RDS-01691,1,0.3
RDS-01692,0,0.1
RDS-01693,0,0.12
RDS-01694,1,0.42
RDS-01695,0,0.1
RDS-01696,1,0.27
RDS-01697,0,0.15
RDS-01698,0,0.15
RDS-01699,1,0.25
RDS-01700,0,0.12
RDS-01701,1,0.22
RDS-01702,1,0.42
RDS-01703,1,0.22
RDS-01704,0,0.15
RDS-01705,0,0.0
RDS-01706,0,0.0
RDS-01707,1,0.4
RDS-01708,1,0.25
RDS-01709,1,0.25
RDS-01710,2,0.52
RDS-01711,1,0.32
RDS-01712,2,0.65
RDS-01713,0,0.1
RDS-01714,1,0.3
RDS-01715,0,0.0
RDS-01716,0,0.15
RDS-01717,2,0.62
RDS-01718,0,0.12
RDS-01719,0,0.12
RDS-01720,0,0.0
RDS-01721,2,0.67
RDS-01722,1,0.3
RDS-01723,0,0.0
RDS-01724,1,0.27
RDS-01725,1,0.3
RDS-01726,0,0.12
RDS-01727,1,0.32
RDS-01728,1,0.25
RDS-01729,0,0.15
RDS-01730,0,0.0
RDS-01731,2,0.5
RDS-01732,0,0.15
RDS-01733,0,0.15
RDS-01734,0,0.1
RDS-01735,1,0.37
RDS-01736,0,0.0
RDS-01737,0,0.1
RDS-01738,1,0.2
RDS-01739,1,0.22
RDS-01740,0,0.15
RDS-01741,2,0.67
RDS-01742,3,0.82
RDS-01743,2,0.65
RDS-01744,3,0.82
RDS-01745,0,0.15
RDS-01746,2,0.55
RDS-01747,0,0.0
RDS-01748,0,0.12
RDS-01749,3,0.87
RDS-01750,1,0.27
RDS-01751,1,0.27
RDS-01752,0,0.15
RDS-01753,0,0.15
RDS-01754,1,0.25
RDS-01755,0,0.0
RDS-01756,0,0.15
RDS-01757,0,0.12
RDS-01758,3,0.77
RDS-01759,0,0.0
RDS-01760,1,0.25
RDS-01761,2,0.55
RDS-01762,0,0.0
RDS-01763,2,0.55
RDS-01764,0,0.15
RDS-01765,0,0.12
RDS-01766,0,0.12
RDS-01767,1,0.25
RDS-01768,0,0.12
RDS-01769,1,0.27
RDS-01770,1,0.42
RDS-01771,0,0.0
RDS-01772,1,0.27
RDS-01773,1,0.27
RDS-01774,1,0.22
RDS-01775,0,0.12
RDS-01776,0,0.15
RDS-01777,0,0.15
RDS-01778,0,0.15
RDS-01779,0,0.0
RDS-01780,0,0.0
RDS-01781,0,0.0
RDS-01782,1,0.27
RDS-01783,0,0.1
RDS-01784,0,0.15
RDS-01785,0,0.0
RDS-01786,0,0.0
RDS-01787,0,0.15
RDS-01788,1,0.25
RDS-01789,0,0.0
RDS-01790,0,0.15
RDS-01791,0,0.15
RDS-01792,0,0.0
RDS-01793,2,0.52
RDS-01794,0,0.12
RDS-01795,1,0.25
RDS-01796,1,0.37
RDS-01797,2,0.62
RDS-01798,1,0.27
RDS-01799,0,0.12
RDS-01800,0,0.15
RDS-01801,0,0.0
RDS-01802,0,0.0
RDS-01803,2,0.55
RDS-01804,1,0.25
RDS-01805,0,0.12
RDS-01806,2,0.52
RDS-01807,0,0.0
RDS-01808,1,0.25
RDS-01809,0,0.1
RDS-01810,0,0.12
RDS-01811,0,0.15
RDS-01812,0,0.0
RDS-01813,0,0.15
RDS-01814,1,0.25
RDS-01815,1,0.42
RDS-01816,0,0.0
RDS-01817,0,0.0
RDS-01818,0,0.0
RDS-01819,1,0.27
RDS-01820,1,0.27
RDS-01821,0,0.12
RDS-01822,0,0.15
RDS-01823,1,0.27
RDS-01824,0,0.12
RDS-01825,3,0.7
RDS-01826,0,0.0
RDS-01827,0,0.15
RDS-01828,0,0.0
RDS-01829,1,0.25
RDS-01830,1,0.25
RDS-01831,0,0.0
RDS-01832,1,0.22
RDS-01833,0,0.0
RDS-01834,0,0.1
RDS-01835,0,0.0
RDS-01836,0,0.0
RDS-01837,0,0.0
RDS-01838,1,0.3
RDS-01839,0,0.15
RDS-01840,3,0.77
RDS-01841,1,0.42
RDS-01842,0,0.12
RDS-01843,1,0.25
RDS-01844,0,0.0
RDS-01845,0,0.12
RDS-01846,1,0.42
RDS-01847,3,0.92
RDS-01848,0,0.15
RDS-01849,2,0.55
RDS-01850,0,0.15
RDS-01851,0,0.15
RDS-01852,0,0.15
RDS-01853,0,0.15
RDS-01854,0,0.0
RDS-01855,1,0.35
RDS-01856,0,0.15
RDS-01857,2,0.52
RDS-01858,1,0.25
RDS-01859,0,0.15
RDS-01860,0,0.0
RDS-01861,1,0.22
RDS-01862,2,0.52
RDS-01863,0,0.0
RDS-01864,0,0.15
RDS-01865,1,0.37
RDS-01866,1,0.25
RDS-01867,2,0.55
RDS-01868,1,0.27
RDS-01869,1,0.27
RDS-01870,2,0.57
RDS-01871,1,0.35
RDS-01872,1,0.3
RDS-01873,1,0.32
RDS-01874,2,0.52
RDS-01875,0,0.1
RDS-01876,0,0.15
RDS-01877,0,0.0
RDS-01878,1,0.37
RDS-01879,0,0.15
RDS-01880,0,0.12
RDS-01881,0,0.0
RDS-01882,0,0.15
RDS-01883,0,0.1
RDS-01884,2,0.65
RDS-01885,0,0.0
RDS-01886,1,0.27
RDS-01887,0,0.15
RDS-01888,0,0.15
RDS-01889,0,0.0
RDS-01890,0,0.12
RDS-01891,0,0.0
RDS-01892,0,0.12
RDS-01893,1,0.22
RDS-01894,1,0.37
RDS-01895,0,0.12
RDS-01896,0,0.0
RDS-01897,1,0.3
RDS-01898,0,0.15
RDS-01899,0,0.15
RDS-01900,1,0.27
RDS-01901,0,0.15
RDS-01902,0,0.0
RDS-01903,0,0.12
RDS-01904,0,0.0
RDS-01905,0,0.12
RDS-01906,2,0.52
RDS-01907,1,0.4
RDS-01908,1,0.27
RDS-01909,0,0.0
RDS-01910,0,0.0
RDS-01911,0,0.1
RDS-01912,1,0.35
RDS-01913,0,0.0
RDS-01914,0,0.0
RDS-01915,0,0.15
RDS-01916,2,0.67
RDS-01917,0,0.12
RDS-01918,0,0.12
RDS-01919,1,0.22
RDS-01920,0,0.15
RDS-01921,0,0.1
RDS-01922,2,0.55
RDS-01923,0,0.1
RDS-01924,1,0.25
RDS-01925,0,0.12
RDS-01926,1,0.4
RDS-01927,1,0.4
RDS-01928,0,0.0
RDS-01929,0,0.12
RDS-01930,1,0.27
RDS-01931,0,0.0
RDS-01932,2,0.52
RDS-01933,1,0.37
RDS-01934,1,0.27
RDS-01935,1,0.37
RDS-01936,0,0.12
RDS-01937,0,0.0
RDS-01938,0,0.15
RDS-01939,0,0.12
RDS-01940,0,0.15
RDS-01941,0,0.15
RDS-01942,1,0.4
RDS-01943,0,0.0
RDS-01944,0,0.15
RDS-01945,0,0.15
RDS-01946,0,0.1
RDS-01947,0,0.15
RDS-01948,0,0.15
RDS-01949,0,0.15
RDS-01950,0,0.0
RDS-01951,1,0.27
RDS-01952,2,0.65
RDS-01953,0,0.15
RDS-01954,0,0.1
RDS-01955,1,0.22
RDS-01956,2,0.67
RDS-01957,0,0.12
RDS-01958,0,0.0
RDS-01959,1,0.4
RDS-01960,0,0.0
RDS-01961,0,0.0
RDS-01962,1,0.42
RDS-01963,0,0.15
RDS-01964,0,0.0
RDS-01965,1,0.22
RDS-01966,0,0.15
RDS-01967,1,0.42
RDS-01968,0,0.1
RDS-01969,1,0.35
RDS-01970,1,0.4
RDS-01971,1,0.3
RDS-01972,0,0.15
RDS-01973,0,0.0
RDS-01974,0,0.15
RDS-01975,1,0.42
RDS-01976,0,0.12
RDS-01977,0,0.0
RDS-01978,0,0.15
RDS-01979,0,0.12
RDS-01980,1,0.22
RDS-01981,0,0.15
RDS-01982,1,0.3
RDS-01983,1,0.3
RDS-01984,1,0.37
RDS-01985,1,0.4
RDS-01986,1,0.27
RDS-01987,0,0.0
RDS-01988,2,0.47
RDS-01989,0,0.12
RDS-01990,0,0.12
RDS-01991,0,0.15
RDS-01992,0,0.0
RDS-01993,0,0.1
RDS-01994,0,0.0
RDS-01995,0,0.15
RDS-01996,0,0.0
RDS-01997,0,0.0
RDS-01998,1,0.45
RDS-01999,1,0.35
RDS-02000,1,0.22
RDS-02001,0,0.15
RDS-02002,0,0.15
RDS-02003,0,0.15
RDS-02004,2,0.65
RDS-02005,0,0.0
RDS-02006,1,0.42
RDS-02007,0,0.1
RDS-02008,1,0.27
RDS-02009,1,0.37
RDS-02010,1,0.37
RDS-02011,0,0.15
RDS-02012,1,0.27
RDS-02013,1,0.37
RDS-02014,3,0.77
RDS-02015,1,0.27
RDS-02016,0,0.0
RDS-02017,0,0.1
RDS-02018,0,0.0
RDS-02019,0,0.0
RDS-02020,1,0.3
RDS-02021,1,0.42
RDS-02022,2,0.55
RDS-02023,0,0.0
RDS-02024,0,0.15
RDS-02025,0,0.15
RDS-02026,0,0.15
RDS-02027,0,0.0
RDS-02028,2,0.55
RDS-02029,0,0.15
RDS-02030,1,0.22
RDS-02031,0,0.1
RDS-02032,1,0.4
RDS-02033,0,0.15
RDS-02034,1,0.27
RDS-02035,2,0.52
RDS-02036,1,0.37
RDS-02037,0,0.15
RDS-02038,1,0.37
RDS-02039,0,0.0
RDS-02040,0,0.0
RDS-02041,0,0.0
RDS-02042,0,0.0
RDS-02043,0,0.0
RDS-02044,0,0.15
RDS-02045,2,0.52
RDS-02046,0,0.0
RDS-02047,0,0.1
RDS-02048,0,0.0
RDS-02049,0,0.0
RDS-02050,0,0.0
RDS-02051,1,0.3
RDS-02052,0,0.15
RDS-02053,1,0.27
RDS-02054,0,0.0
RDS-02055,0,0.0
RDS-02056,0,0.15
RDS-02057,0,0.15
RDS-02058,0,0.0
RDS-02059,0,0.0
RDS-02060,1,0.27
RDS-02061,2,0.47
RDS-02062,1,0.27
RDS-02063,1,0.27
RDS-02064,0,0.0
RDS-02065,1,0.4
RDS-02066,0,0.0
RDS-02067,0,0.1
RDS-02068,1,0.27
RDS-02069,0,0.0
RDS-02070,1,0.25
RDS-02071,0,0.0
RDS-02072,0,0.15
RDS-02073,1,0.32
RDS-02074,0,0.0
RDS-02075,0,0.15
RDS-02076,1,0.27
RDS-02077,2,0.62
RDS-02078,2,0.65
RDS-02079,0,0.12
RDS-02080,0,0.12
RDS-02081,2,0.62
RDS-02082,1,0.27
RDS-02083,0,0.15
RDS-02084,2,0.5
RDS-02085,2,0.67
RDS-02086,0,0.0
RDS-02087,0,0.15
RDS-02088,1,0.25
RDS-02089,0,0.0
RDS-02090,0,0.0
RDS-02091,0,0.15
RDS-02092,1,0.4
RDS-02093,1,0.25
RDS-02094,1,0.25
RDS-02095,0,0.15
RDS-02096,1,0.4
RDS-02097,0,0.0
RDS-02098,1,0.25
RDS-02099,0,0.15
RDS-02100,1,0.22
RDS-02101,1,0.4
RDS-02102,0,0.15
RDS-02103,1,0.25
RDS-02104,1,0.27
RDS-02105,1,0.22
RDS-02106,0,0.1
RDS-02107,1,0.22
RDS-02108,1,0.27
RDS-02109,2,0.52
RDS-02110,1,0.27
RDS-02111,0,0.12
RDS-02112,1,0.4
RDS-02113,0,0.1
RDS-02114,0,0.15
RDS-02115,0,0.0
RDS-02116,0,0.15
RDS-02117,1,0.27
RDS-02118,0,0.12
RDS-02119,0,0.1
RDS-02120,1,0.25
RDS-02121,3,0.75
RDS-02122,0,0.0
RDS-02123,0,0.15
RDS-02124,1,0.37
RDS-02125,1,0.37
RDS-02126,1,0.27
RDS-02127,1,0.2
RDS-02128,1,0.37
RDS-02129,1,0.27
RDS-02130,1,0.4
RDS-02131,0,0.12
RDS-02132,0,0.15
RDS-02133,0,0.15
RDS-02134,1,0.27
RDS-02135,0,0.15
RDS-02136,0,0.15
RDS-02137,0,0.1
RDS-02138,0,0.0
RDS-02139,0,0.15
RDS-02140,0,0.0
RDS-02141,1,0.4
RDS-02142,1,0.3
RDS-02143,0,0.0
RDS-02144,1,0.3
RDS-02145,0,0.0
RDS-02146,1,0.25
RDS-02147,0,0.0
RDS-02148,1,0.22
